,text,label
2578,"توی فرهنگ ما اصلی به نام موفقیت وجود نداره یا کم وجود دارهاغلب ما داریم فیلم بازی میکنیم و هدف نهای و دقیق در نظر نداریم</s>ADP,NOUN,PRON,ADJ,ADP,NOUN,NOUN,NOUN,VERB,CCONJ,ADJ,NOUN,VERB,PUNCT,NOUN,NOUN,PRON,AUX,NOUN,NOUN,VERB,CCONJ,NOUN,ADJ,CCONJ,ADJ,ADP,NOUN,VERB</s>",SAD
2579,"وای اعصابم خورد شد</s>INTJ,NOUN,PRON,ADJ,AUX</s>",ANGRY
2580,"یه روز یه منطقدانی بچهدار میشه فرداش میاد پژوهشگاه دوستش بهش تبریک میگه و میپرسه آقا مبارکه پسره یا دختره منطقدان میگه بله هارـهارـهارـهار </s>هارـهارـهارـهار</s></s>NUM,NOUN,NUM,NOUN,NOUN,ADJ,ADJ,VERB,PUNCT,NOUN,PRON,VERB,NOUN,NOUN,PUNCT,PUNCT,PUNCT,NOUN,PRON,ADP,PRON,NOUN,VERB,VERB,CCONJ,VERB,VERB,VERB,PUNCT,PUNCT,NOUN,NOUN,ADJ,AUX,PUNCT,NOUN,AUX,CCONJ,NOUN,AUX,PUNCT,PUNCT,NOUN,NOUN,VERB,VERB,PUNCT,PUNCT,INTJ,INTJ,PUNCT,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCT</s></s>!</s>",HAPPY
2581,"سایز متوسط سفارش دادم کوچیک فرستادینقیمتش چیزی نیست که عودت بدم ولی خوب کاری نکردین</s>NOUN,ADJ,NOUN,VERB,ADJ,ADJ,VERB,AUX,PUNCT,NOUN,NOUN,NOUN,NOUN,AUX,SCONJ,NOUN,NOUN,NOUN,VERB,CCONJ,ADJ,NOUN,VERB,AUX</s>",SAD
2582,"سئوال امشب نظرسنجی نود کدام یک از این دو اتفاق بیشتر شما را خوشحال میکند موفقیت تیم محبوبتان</s>نود:</s></s>NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCT,DET,NOUN,ADP,DET,NUM,NOUN,ADJ,PRON,ADP,ADJ,VERB,PUNCT,NUM,PUNCT,NOUN,NOUN,ADJ,PRON,NUM,PUNCT</s>",HAPPY
2583,"اسماعیلبخشیربودهشد اسماعیل بخشی را میبرید منو میبرید رفیقم رو میبرید اخرش چی میتوانید ملت راهم سرکیسه کنید و برید منتظر طغیان خشم ملتی از جان گذشته باشید منتظر روزی باشد که عدالتی سخت اجرا خواهد شد</s>اسماعیل_بخشی_ربوده_شد</s></s>NOUN,PROPN,PROPN,PROPN,PUNCT,PROPN,PROPN,PUNCT,VERB,VERB,PUNCT,VERB,PROPN,PROPN,ADP,VERB,VERB,VERB,PUNCT,PRON,VERB,VERB,VERB,PUNCT,NOUN,PRON,ADP,VERB,VERB,VERB,PUNCT,ADV,PRON,ADV,PUNCT,AUX,NOUN,ADP,ADV,NOUN,NOUN,NOUN,VERB,CCONJ,VERB,PUNCT,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,VERB,AUX,PUNCT,ADJ,NOUN,AUX,SCONJ,NOUN,ADJ,ADJ,NOUN,AUX,VERB,PUNCT</s></s>!,!</s>",ANGRY
2584,"هر یک از ما یک دیکتاتور یا شیطاندرون داریم که به واسطهی آموزهای اجتماعی و خانوادگی رشد میکند اغلب عاملان دخیل در این واقعهی آزارواذیت در سیرجان خودشان قربانی تعاملات و اموزهای ناخداگاه اجتماعی هستند دروغ که بکاری خشم درو خواهی کرد </s>دیکتاتور,شیطان_درون,آزار_و_اذیت,سیرجان</s></s>DET,NOUN,ADP,PRON,NUM,PUNCT,NOUN,NOUN,NOUN,CCONJ,PUNCT,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,VERB,SCONJ,ADP,NOUN,ADJ,NOUN,NOUN,NOUN,ADJ,CCONJ,ADJ,NOUN,VERB,PUNCT,NOUN,NOUN,NOUN,ADJ,ADJ,ADP,DET,NOUN,ADJ,ADJ,PUNCT,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,ADP,NOUN,PROPN,PROPN,NOUN,PRON,ADJ,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,ADJ,AUX,PUNCT,NOUN,SCONJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,AUX,AUX,AUX,VERB,PUNCT,PUNCT</s>",ANGRY
2585,"فقط قیافه ی رامبد از کسشعر این حرومی داشت شاخ در میاورد هنگ کرد</s>ADV,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,ADP,NOUN,NOUN,DET,NOUN,NOUN,AUX,NOUN,ADP,VERB,VERB,VERB,NOUN,NOUN,VERB,PUNCT</s></s>?,?</s>",SURPRISE
2586,"نتیجه سانچی مشخص شد ایران پاناما و بنگلداشکوتاهی خدمی کشتی سی اف کریستال حادثه آفرین شد چین و هنگ کنگ نظری نظری برعکس دارند دقایقی قبل از حادثه افسر شیفت کشتی کریستال بدون توجه به مقرات و نحوه صحیح جابه جای شیفت ها در سفرهای دریای؛ شیفت خود را تغیر داده است</s>PMO:</s></s>NOUN,PROPN,PROPN,ADJ,AUX,PUNCT,PROPN,PUNCT,PROPN,CCONJ,PROPN,PROPN,PROPN,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,NOUN,PROPN,NOUN,PROPN,ADJ,ADJ,ADJ,AUX,PUNCT,PROPN,CCONJ,PROPN,PROPN,PROPN,NOUN,ADJ,ADJ,VERB,PUNCT,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,NOUN,ADP,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,ADP,NOUN,CCONJ,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,ADJ,PUNCT,NOUN,NOUN,PRON,ADP,NOUN,VERB,AUX</s>",OTHER
2587,"مادر سیناقنبری کاش سکوت نمیکردم نمیگذاشتند حرف بزنم پسرم خودکشی نکرده او را کشتند فاطمه مالایانژاد به گفته پسرم خودکشی نکرده در زندان کتک خورده بود وقتی جنازه پسرم را گرفتیم نمیگذاشتند حرف بزنم مسئولان قضای گفته بودند او در زندان خودکشی کرده است</s>سینا_قنبری:</s></s>NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PUNCT,INTJ,NOUN,VERB,VERB,VERB,PUNCT,VERB,VERB,VERB,VERB,VERB,NOUN,VERB,VERB,PUNCT,NOUN,PRON,NOUN,NOUN,NOUN,VERB,PUNCT,PRON,ADP,VERB,VERB,PUNCT,PROPN,PROPN,PROPN,PROPN,NOUN,PROPN,ADP,NOUN,NOUN,PRON,NOUN,NOUN,NOUN,VERB,PUNCT,ADP,NOUN,NOUN,NOUN,VERB,AUX,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,PRON,ADP,VERB,AUX,VERB,VERB,VERB,VERB,VERB,NOUN,VERB,VERB,PUNCT,NOUN,ADJ,VERB,AUX,PRON,ADP,NOUN,NOUN,NOUN,NOUN,VERB,AUX,PUNCT</s>",SAD
2588,"خدایش بیامرزاد و روحش شاد ایشان از چهره های ماندگار در سینمای ایران به شمار می روند</s>NOUN,PRON,ADJ,ADJ,ADJ,CCONJ,NOUN,PRON,ADJ,PRON,ADP,NOUN,NOUN,ADJ,ADP,NOUN,PROPN,ADP,NOUN,VERB,VERB</s>",SAD
2589,"دولت چقدر بی شرم چقدر بی حیا چقدر بی شرف و بی آبروست که واقعیتهای فلاکتبار و شرم آور جامعه را مثل فقر بیکاری مرگ پول ملی تورم چند صد درصدی گرانی وحشتناک اعتیاد فحشا دزدی واختلاس مسئولان همه را مخفی میکند و به ارایه آمار دروغین می پردازد</s>NOUN,ADV,ADJ,NOUN,PUNCT,DET,NOUN,ADJ,NOUN,ADJ,PUNCT,DET,NOUN,ADJ,NOUN,NOUN,CCONJ,ADJ,NOUN,NOUN,ADJ,SCONJ,NOUN,NOUN,ADJ,ADJ,ADJ,CCONJ,ADJ,ADJ,NOUN,ADP,ADP,NOUN,PUNCT,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,ADJ,PUNCT,NOUN,NOUN,DET,NUM,ADJ,NOUN,NOUN,ADJ,ADJ,PUNCT,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,PRON,ADP,ADJ,VERB,CCONJ,ADP,NOUN,NOUN,ADJ,ADJ,VERB,VERB,VERB,PUNCT</s>",ANGRY
2590,"باسلام راستش من نظرموجودروخوندم خواستم پس بدم ولی اشتباهابازش کردم ولی چسبش ضعیف نیست من جاسپندی روهم بهش اویزون کردمولی کنده نشد</s>INTJ,NOUN,ADV,ADV,PRON,NOUN,PRON,ADJ,VERB,VERB,VERB,VERB,VERB,VERB,NOUN,VERB,CCONJ,ADV,ADV,NOUN,PRON,VERB,CCONJ,NOUN,PRON,ADJ,AUX,PRON,NOUN,NOUN,NOUN,NOUN,NOUN,ADV,ADP,PRON,NOUN,NOUN,NOUN,VERB,CCONJ,VERB,ADJ,AUX</s>",OTHER
2591,"آن که می گوید دوست دارم دل انده گین شبی ست که مهتابش را می جوید ای کاش عشق را زبان سخن بود شاملو</s>شاملو</s></s>PRON,SCONJ,VERB,VERB,NOUN,PRON,VERB,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,AUX,SCONJ,NOUN,NOUN,PRON,ADP,VERB,VERB,VERB,INTJ,INTJ,NOUN,ADP,NOUN,PUNCT,NOUN,NOUN,AUX,PUNCT,PROPN,NOUN</s>",SAD
2592,"خداحافظ ای قصه عاشقانهمن از بی ادبی بدم میاد ولی اینجا با افتخار میگم خفه شو مرتیکه متزور درغگو</s>NOUN,ADJ,INTJ,NOUN,ADJ,PRON,ADP,NOUN,NOUN,NOUN,VERB,CCONJ,NOUN,ADP,NOUN,VERB,ADJ,ADJ,AUX,ADV,ADJ,ADJ,ADJ,NOUN,NOUN,VERB,PUNCT</s></s>?,?,?,?,?</s>",ANGRY
2593,"یادمه اون قدیما آدمای شاخ اسم بلوتوث گوشیشون یخ فروش جهنم بود هرکی اینو میذاشت خیلی شاخ بود یادتونه</s>NOUN,AUX,DET,NOUN,ADP,NOUN,NOUN,ADJ,NOUN,PROPN,PROPN,NOUN,NOUN,PRON,NOUN,NOUN,NOUN,NOUN,NOUN,AUX,PUNCT,PUNCT,DET,NOUN,PRON,PART,VERB,VERB,VERB,ADV,ADJ,AUX,VERB,PRON,AUX,PUNCT</s>",OTHER
2594,"لعنت به همه ی آهنگای که منو یاد تو میندازه مخصوصا آهنگ کلاه قرمزی که میگه سلام الاغ عزیز حالت چطوره مطهری صادقی و لیست پر بار امید حرفحساب</s>مطهری,صادقی,حرف_حساب</s></s>NOUN,ADP,NOUN,PUNCT,NOUN,NOUN,SCONJ,PRON,ADP,PRON,VERB,VERB,VERB,PUNCT,ADV,ADV,NOUN,PROPN,PROPN,PROPN,SCONJ,VERB,VERB,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCT,PUNCT,NOUN,NOUN,NOUN,PUNCT,NOUN,ADJ,CCONJ,NOUN,ADJ,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN</s>",HATE
2595,"یه بار به یکی از همکارا خیلی اروم و درگوشی و با بخشید خواهش میکنم گفتم ادامس نترکون زد زیر گریه امروزم واسطه فرستادم به یکی دیگه از همکارا توضیح بدن که ادامس نترکونه وارد فاز خشم اژدها شد چتونه خب میزوفونیا</s>میزوفونیا</s></s>NUM,NOUN,ADP,NOUN,ADP,NOUN,NOUN,NOUN,ADV,ADJ,ADJ,CCONJ,ADJ,ADJ,ADJ,CCONJ,ADP,VERB,VERB,VERB,NOUN,VERB,VERB,NOUN,PROPN,PROPN,PROPN,NOUN,PUNCT,VERB,ADP,NOUN,PUNCT,NOUN,ADV,NOUN,VERB,VERB,ADP,NOUN,ADJ,ADP,NOUN,NOUN,NOUN,NOUN,VERB,SCONJ,NOUN,PROPN,PROPN,NOUN,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,VERB,PUNCT,ADV,VERB,ADV,ADV,PUNCT,PUNCT,NOUN,NOUN,NOUN,PROPN</s>",SURPRISE
2596,"شنیده ها حاکی است آقای رئیسجمهور در جلسات هفته اخیر با فیلترتلگرام موافقت دارند ولی زمان اجرا را مناسب نمیداند علیالظاهر شورای عالی اطلاعرسانی و ادمین اینستاگرام از این موضوع بیاطلاع بودند</s>رئیس_جمهور,فیلتر_تلگرام</s></s>NOUN,NOUN,NOUN,ADJ,ADJ,AUX,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,ADJ,ADP,NOUN,NUM,NUM,NUM,NOUN,ADJ,ADP,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,NOUN,VERB,CCONJ,NOUN,NOUN,PART,ADJ,VERB,VERB,VERB,PUNCT,ADV,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,CCONJ,NOUN,NOUN,PROPN,ADP,DET,NOUN,ADJ,NOUN,AUX,PUNCT</s></s>-</s>",OTHER
2597,"این ترس و حیرت از ابراهیم دست از سر ما برنمیداره</s>ابراهیم</s></s>DET,NOUN,CCONJ,NOUN,ADP,NOUN,PROPN,PROPN,PROPN,NOUN,ADP,NOUN,PRON,VERB,VERB,VERB,VERB</s>",FEAR
2598,"بیا نزدیک خیلی نزدیک هرچند فاصله برایم معنی ندارد با خنده تو از خودم بیشتر احساست میکنم بخند که تلخی فاصله ها برداشته میشود بخند خنده ات جانی تازه بر جسم و روحم میدمد بخند ماهان</s>بخند</s></s>VERB,ADJ,ADV,ADJ,SCONJ,NOUN,ADP,PRON,NOUN,VERB,ADP,NOUN,PRON,ADP,PRON,ADJ,NOUN,PRON,VERB,VERB,VERB,SCONJ,NOUN,NOUN,NOUN,NOUN,VERB,VERB,AUX,VERB,VERB,NOUN,NOUN,PRON,NOUN,NOUN,ADJ,ADP,NOUN,CCONJ,NOUN,PRON,VERB,VERB,VERB,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN</s>",HAPPY
2599,"شادی روح شهید صلواتی هدیه کنید به امید گوشه چشمی شهیداحمدکاظمی شبزیارتی</s>شهید_احمد_کاظمی,شب_زیارتی</s></s>NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,NOUN,VERB,PUNCT,ADP,NOUN,NOUN,ADJ,NOUN,ADJ,PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PUNCT,NOUN,NOUN,PROPN,NOUN,PROPN</s>",SAD
2600,"این سیستم دزدپرور استچپ و راست هم ندارد اصلاحطلبهای که ادعا میکردند پاکدست هستند از ترس از دست رفتن موقعیتشان به اصلیترین بازوی پروپاگاندای حکومت تبدیل شدند و حتی ظلمها را کتمان میکند و مردم را کرکس و لاشخور مینامند کاخاتمی</s>کاخ_خاتمی</s></s>DET,NOUN,ADJ,ADJ,ADJ,ADJ,AUX,PUNCT,NOUN,NOUN,CCONJ,NOUN,ADV,VERB,PUNCT,NOUN,NOUN,NOUN,SCONJ,NOUN,VERB,VERB,ADJ,ADJ,AUX,ADP,NOUN,ADP,NOUN,NOUN,NOUN,PRON,ADP,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,AUX,CCONJ,ADV,NOUN,NOUN,ADP,NOUN,NOUN,VERB,CCONJ,NOUN,ADP,ADJ,ADJ,CCONJ,ADJ,ADJ,VERB,VERB,VERB,PUNCT,NOUN,NOUN,PUNCT,ADJ,ADJ,ADJ</s>",ANGRY
2601,"اعصابم داغون بود داغونتر شد نشد ما یه سر به این خراب شده نزنیم ریده نشده به اعصابمون</s>NOUN,PRON,ADJ,ADJ,AUX,ADJ,ADJ,ADJ,VERB,AUX,PRON,NUM,NOUN,ADP,PRON,ADJ,VERB,VERB,VERB,VERB,ADJ,ADJ,VERB,ADP,NOUN,PRON</s>",ANGRY
2602,"امیدوارم تدبیر جمعی از نمایندگان محترم مجلس برای ملاقاتمحصورین با تدبیر و دوراندیشی مسئولان ذی ربط توام شود رفعحصر</s>ملاقات_محصورین,رفع_حصر</s></s>AUX,NOUN,NOUN,ADP,NOUN,ADJ,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,CCONJ,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,ADJ,ADJ,AUX,PUNCT,NOUN,NOUN,NOUN,NOUN</s>",OTHER
2603,"اول سراغ معلمها آمدند سکوت کردم چون معلم نبودم بعد سراغ دانشجوها آمدند سکوت کردم زیرا دانشجو نبودم بعد سراغ کارگران آمدند سکوت کردم چون کارگر نبودم سراغ خودم که آمدند دیگر کسی نمانده بود تا به اعتراض و کمک برآید</s>کارگران</s></s>NOUN,ADP,NOUN,NOUN,VERB,AUX,NOUN,VERB,SCONJ,NOUN,AUX,AUX,PUNCT,ADV,NOUN,NOUN,NOUN,VERB,AUX,NOUN,VERB,SCONJ,NOUN,AUX,AUX,PUNCT,ADV,ADP,NOUN,NOUN,NOUN,VERB,AUX,NOUN,VERB,SCONJ,NOUN,AUX,AUX,PUNCT,ADP,PRON,SCONJ,VERB,AUX,PUNCT,ADJ,NOUN,VERB,VERB,AUX,SCONJ,ADP,NOUN,CCONJ,NOUN,VERB,VERB,VERB</s>",SAD
2604,"خواهشمند است ترتیبی داده شده تا مردم میهن دوست امکان ارسال کمک های نقدی برای درمان نازای مسئولان را داشته باشند ژنخوب منفعلپرادعا عارف</s>ژن_خوب,منفعل_پرادعا,عارف</s></s>ADJ,ADJ,AUX,NOUN,ADJ,VERB,AUX,SCONJ,NOUN,NOUN,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,NOUN,NOUN,NOUN,PART,VERB,AUX,PUNCT,NOUN,NOUN,NOUN,NOUN,PUNCT,NOUN,ADJ,PUNCT,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN</s>",OTHER
2605,"تجسم مسئولان صدا و سیما از پویول</s>NOUN,NOUN,NOUN,PROPN,CCONJ,PROPN,ADP,PROPN,PROPN,PROPN</s>",OTHER
2606,"خیلی باحاله</s>ADV,ADJ,ADJ,AUX,PUNCT</s>",SURPRISE
2607,"گاهی هم باید چهل سال بگذره تا بفهمی داگ واکینگ برای اینه که سگه لذت بره نه صاحبش</s>NOUN,ADV,ADV,AUX,NUM,NUM,NOUN,VERB,VERB,VERB,SCONJ,VERB,VERB,VERB,PROPN,PROPN,PROPN,PROPN,PROPN,ADP,PRON,AUX,SCONJ,NOUN,NOUN,NOUN,VERB,VERB,PUNCT,ADV,NOUN,PRON</s>",HAPPY
2608,"از بیمارستان میام دوستم بخاطر رتبه بد خودکشی کرد مامان و باباش حتی حاضر نشدن بیان بالا سرش واقعا یه رتبه انقد ارزش داره ک همچین بلای سر دخترشون بیارن اعصابم بشدت کیریه</s>:)</s></s>ADP,NOUN,VERB,VERB,NOUN,PRON,ADP,NOUN,ADJ,NOUN,NOUN,NOUN,VERB,PUNCT,NOUN,NOUN,CCONJ,NOUN,NOUN,ADV,ADJ,NOUN,NOUN,VERB,ADP,NOUN,PRON,PUNCT,ADV,NUM,NOUN,ADV,NOUN,NOUN,VERB,SCONJ,DET,DET,NOUN,NOUN,ADP,NOUN,PRON,VERB,VERB,PUNCT,PUNCT,NOUN,PRON,ADV,ADV,ADJ,ADJ,AUX</s></s>!,!</s>",ANGRY
2609,"جهانگیری شرکت های که از ایران بخاطر تحریم خارج شدن رو تهدید کرده که در حافظه تاریخی ایرانیان ثبت میشن البته رلست گفته ولی مسئولان هم با اندکی رشوه ماند قضیه بازگشت پژو و توتال کل تاریخ رو بازنویسی می کند جهانگیری دولتردید</s>جهانگیری,دولت_تردید</s></s>PROPN,PROPN,NOUN,NOUN,SCONJ,ADP,PROPN,ADP,NOUN,PUNCT,ADJ,NOUN,ADP,NOUN,VERB,SCONJ,ADP,NOUN,ADJ,NOUN,NOUN,AUX,AUX,PUNCT,ADV,NOUN,NOUN,NOUN,VERB,CCONJ,NOUN,SCONJ,ADP,ADJ,ADJ,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,PUNCT,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,VERB,VERB,PUNCT,PUNCT,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,PUNCT,NOUN,NOUN</s>",OTHER
2610,"شعت من بین دوترم مث خر کار میکردم فهمیدم خانوادم میرفتن هتل کوثر تفریح خب یه کلام به منم بگین از وقتی فهمیدم کمبود محبت پیدا کردم</s>NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PRON,ADP,NOUN,NOUN,PRON,ADP,NOUN,NOUN,VERB,VERB,VERB,VERB,NOUN,NOUN,PRON,VERB,VERB,VERB,PROPN,PROPN,PROPN,PROPN,ADV,NUM,NOUN,ADP,PRON,PRON,VERB,VERB,ADP,NOUN,VERB,VERB,NOUN,NOUN,ADJ,VERB</s>",SAD
2611,"عجب قمر در عقربیه ملکت</s>INTJ,ADV,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,PUNCT</s></s>?,?,?</s>",SURPRISE
2612,"همهی لذت ها یا حرومه یا گرون</s>NOUN,DET,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN</s>",SAD
2613,"کسی میتونه برای طراحی هویت بیزینس و وب سایت تک صفحهایش در قالب پروژه کمک کنه کم میخوام اما عالی میخوام ریتویت</s>ریتوییت</s></s>NOUN,VERB,VERB,VERB,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,ADJ,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,VERB,PUNCT,ADJ,VERB,CCONJ,ADJ,VERB,PUNCT,NOUN,NOUN,NOUN,PROPN,NOUN</s>",OTHER
2614,"طرف به کسی که تجاوز میکنه میگه مریض روانیه نمیشه اعدامش کرد اخه چاقال اون مریض روانی نیست یه حشری حرومزادس که به دختر بچه تجاوز کرده</s>:|</s></s>NOUN,ADP,NOUN,SCONJ,NOUN,VERB,VERB,VERB,ADJ,ADJ,AUX,AUX,NOUN,PRON,VERB,PUNCT,PUNCT,INTJ,INTJ,INTJ,NOUN,NOUN,NOUN,NOUN,DET,NOUN,ADJ,AUX,NUM,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,ADJ,SCONJ,ADP,NOUN,NOUN,NOUN,VERB</s>",ANGRY
2615,"همیشه نباید دختر و پسرای که صرفا دنبال رفع نیاز مالی یا جنسی تو رابطه ان و محکوم کرد باید واسه این نوع تربیت و اموزش تاسف خورد وقتی هنوز تو نیاز های اولیه شخصیشون موندن و راهکاری واسه رفعش ندارن طبیعیه که نتون نیازهای عالی مثه دوست داشتن و دوست داشته شدن و درک کن</s>ADV,AUX,NOUN,CCONJ,NOUN,NOUN,SCONJ,ADV,ADV,ADP,NOUN,NOUN,ADJ,CCONJ,ADJ,ADP,NOUN,PRON,CCONJ,ADJ,VERB,AUX,ADP,DET,NOUN,NOUN,CCONJ,NOUN,NOUN,NOUN,NOUN,NOUN,VERB,NOUN,ADV,ADP,NOUN,NOUN,ADJ,ADJ,PRON,VERB,AUX,CCONJ,NOUN,ADJ,ADP,NOUN,PRON,VERB,VERB,VERB,ADJ,AUX,SCONJ,VERB,VERB,VERB,NOUN,ADJ,ADV,ADP,NOUN,NOUN,CCONJ,ADJ,VERB,NOUN,CCONJ,NOUN,VERB,VERB</s>",SAD
2616,"الان به حدی عصبیم که حتی فحش دادن به مسافر تازه رسیده هم آروم نمیکنه</s>NOUN,ADP,NOUN,NOUN,ADJ,ADJ,AUX,SCONJ,ADV,NOUN,NOUN,ADP,NOUN,ADJ,ADJ,ADV,ADJ,ADJ,PRON,VERB,VERB,VERB,PUNCT,PUNCT</s>",ANGRY
2617,"میشه به اون فرستنده لعنتی پیامک هاتون بگید خفه شه از صبح بالای تا پیامک فرستادی ریدی تو اعصابم لعنتی ایرانسل</s>ایرانسل</s></s>AUX,ADP,DET,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,PRON,VERB,VERB,ADJ,ADJ,AUX,ADP,NOUN,ADP,NOUN,NOUN,NOUN,VERB,VERB,NOUN,NOUN,ADP,NOUN,PRON,ADJ,ADJ,PUNCT,PROPN,PROPN</s>",ANGRY
2618,"دستور کارش اینه نقد و اعتراض را با تهمت قاتل بودن جواب بده و لشکر زامبیها را بفرست سراغشان</s>NOUN,NOUN,PRON,PRON,AUX,PUNCT,NOUN,CCONJ,NOUN,ADP,ADP,NOUN,NOUN,ADJ,NOUN,NOUN,VERB,CCONJ,NOUN,NOUN,NOUN,NOUN,NOUN,ADP,VERB,VERB,NOUN,PRON,PUNCT</s></s>!</s>",OTHER
2619,"قبل از انقلاب در استان سمنان تعداد محدودی واحد تولیدی فعالیت داشتند که پس از گذشت سال از عمر انقلاب اکنون تنها در شهر سمنان بیش از واحد تولیدی مشغول به فعالیت هستند که نشان از توانمندی و موفقیت انقلاب اسلامی دارد چهلسالسازندگی بعثتانقلاب</s>چهل_سال_سازندگی,بعثت_انقلاب</s></s>ADP,ADP,NOUN,ADP,PROPN,PROPN,PROPN,NOUN,ADJ,ADJ,NOUN,ADJ,ADJ,NOUN,VERB,SCONJ,ADP,ADP,NOUN,NUM,NOUN,ADP,NOUN,NOUN,PUNCT,ADV,ADV,ADP,PROPN,PROPN,PROPN,ADJ,ADP,NUM,NOUN,ADJ,ADJ,ADJ,ADP,NOUN,AUX,SCONJ,NOUN,ADP,NOUN,NOUN,CCONJ,NOUN,NOUN,ADJ,VERB,PUNCT,PUNCT,NUM,NUM,PUNCT,NOUN,PUNCT,NOUN,NOUN,PUNCT,NOUN,NOUN,PUNCT,NOUN</s>",HAPPY
2620,"سال است در دیار خراسان چشم انتظار نسیمی از تدبیروامید هستیم حال که به واسطه قانونمنعبکارگیریبازنشستگان توفیقی اجباری برای تغیر این رویه نامطلوب فراهم گردیده است بازهم خبرهای به گوش میرسد که نه نشانی از تدبیر دارد و نه امیدی باقی میگذارد استاندارخراسانرضوی</s>تدبیر_و_امید,قانون_منع_بکارگیری_بازنشستگان,استاندار_خراسان_رضوی</s></s>NUM,NOUN,AUX,ADP,PROPN,PROPN,PROPN,ADJ,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,PUNCT,CCONJ,NOUN,NOUN,NOUN,AUX,PUNCT,NOUN,SCONJ,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,ADP,NOUN,DET,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,VERB,AUX,ADV,ADV,NOUN,NOUN,ADP,NOUN,VERB,VERB,SCONJ,ADV,NOUN,ADP,NOUN,VERB,CCONJ,ADV,NOUN,NOUN,ADJ,VERB,VERB,VERB,PUNCT,NOUN,PROPN,NOUN,PROPN,NOUN,PROPN,PROPN,PROPN,PUNCT,PROPN,PROPN</s>",SAD
2621,"از وقتی قالیباف رفت دیگه از بانک شهر بدم میاد</s>ADP,NOUN,PROPN,PROPN,PROPN,VERB,ADJ,ADP,PROPN,PROPN,NOUN,VERB</s>",HATE
